Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
download.ER.png,80,17222,215.275,4.784,255,63.057,0.546,0.788,20.510,344.300,280.450,94.488,13.985
